word,var0_embeddings,var1_embeddings,var2_embeddings,var3_embeddings
lb-@,1,25,2,1
Canadian,14,14,8,20
Marcelo,11,2,4,28
Andrea,20,2,4,24
Malta,10,14,21,10
Sparta,30,20,14,19
Yugoslavia,10,30,12,9
tie,16,8,24,1
Korea,1,7,12,9
championships,11,23,2,2
beginning,12,23,23,31
Andrei,11,29,1,20
ninth,4,25,18,15
homer,4,5,18,15
Eindhoven,18,18,4,17
included,26,1,27,13
ATHLETICS,12,25,19,2
Stephen,21,2,1,15
Greece,25,7,3,9
MATCH,3,21,2,2
appeal,22,5,24,5
playing,22,21,7,27
RTRS,22,29,8,19
JOHANNESBURG,10,14,29,17
body,23,16,6,3
village,3,5,18,1
paid,12,25,7,31
overnight,13,5,7,21
Coast,9,27,26,19
sources,20,25,28,13
decided,12,8,28,21
Palestinians,13,9,14,0
?,23,5,18,2
offered,23,21,19,13
turned,23,16,2,13
doing,7,16,7,15
Nepal,15,10,30,19
banks,23,5,18,21
remained,13,25,27,23
Albanian,5,14,8,0
rest,7,5,28,21
drug,23,27,2,23
Sales,5,5,6,2
Central,17,19,31,17
eastern,3,0,19,21
traders,5,5,2,5
things,4,25,7,14
kept,23,21,18,5
walked,13,27,2,14
Bob,11,2,1,25
LG,29,20,8,6
For,22,25,19,2
Serbs,13,9,9,0
nation,27,5,7,21
soldiers,15,25,2,21
carrying,27,21,18,15
low,13,27,2,21
You,24,25,7,21
situation,4,25,18,5
hope,14,25,19,26
aircraft,23,5,7,13
H@,22,21,24,1
Toyota,25,11,14,18
Melbourne,26,11,29,19
copper,18,21,2,5
students,22,25,2,13
Association,6,18,5,19
OB,10,20,8,18
Heerenveen,29,20,8,23
Feyenoord,19,20,14,23
Bayern,14,7,8,23
lap,12,5,7,1
felt,11,0,7,27
economy,11,25,2,13
sector,12,23,19,31
voting,0,23,19,21
settlement,11,21,1,5
francs,24,5,18,1
Meri,23,15,27,28
sides,13,0,2,2
passenger,23,27,2,13
increased,23,16,2,13
federal,2,5,19,13
numbers,23,25,2,13
Ford,14,18,14,21
Greek,31,14,8,0
=,2,1,2,3
Port,18,16,18,23
looked,29,0,28,13
open,27,25,7,5
bad,13,27,2,1
diplomat,11,5,28,21
border,3,4,2,2
stop,24,5,2,13
currently,7,27,2,27
diplomatic,10,27,25,2
Last,23,25,23,14
range,20,25,2,1
Q@,28,25,23,13
target,13,1,2,3
Wall,16,6,29,19
Revenue,23,27,2,2
export,7,21,1,21
suspect,22,27,27,21
Jones,14,26,29,24
Greg,11,2,4,15
Rose,12,17,25,27
Tom,20,23,16,20
thought,23,16,2,13
Surrey,22,7,14,25
Yorkshire,26,20,8,23
Thorpe,23,15,25,24
Salim,11,2,4,20
Malik,16,15,25,11
Asif,23,15,1,20
Moin,21,29,16,20
December,8,0,19,5
Muster,23,29,17,20
Francisco,24,3,26,25
score,13,16,18,2
Bulgaria,18,10,30,9
preliminary,1,16,2,1
Brazilian,2,14,8,20
SYDNEY,10,14,29,6
Jeff,11,2,1,8
straight,24,5,24,5
Pedro,11,2,12,20
ethnic,2,5,2,31
terms,7,25,24,21
ruled,0,5,19,27
born,8,25,2,2
medical,1,21,18,21
key,16,25,19,27
whole,27,27,19,5
Martinez,23,17,1,28
SEOUL,8,30,16,29
described,4,5,24,2
whose,0,27,28,13
old,11,5,2,23
deficit,5,5,27,1
sign,4,5,6,3
anything,23,25,18,21
less,23,5,23,3
nothing,7,5,19,1
session,22,5,24,5
emergency,18,25,2,1
officer,11,21,2,15
Desk,6,26,4,0
Irish,6,11,8,28
Dhaka,25,30,21,17
leave,3,5,27,2
small,2,5,27,26
unchanged,9,21,27,5
heart,10,0,24,21
News,6,20,26,17
operation,13,25,2,5
unit,22,21,2,5
mln,5,1,27,13
tender,7,5,19,13
biggest,7,5,27,27
able,23,27,7,27
Prix,11,9,26,0
Benetton,30,20,8,23
van,19,12,25,18
losing,24,25,28,26
Pauli,12,26,14,29
Schalke,24,20,8,18
rain,23,25,18,13
defeat,7,5,2,15
Jamaica,8,14,21,9
Burundi,11,14,12,9
letter,1,25,27,13
Arab,14,26,30,20
presidential,4,25,1,13
different,12,5,2,21
girls,10,25,19,1
delayed,12,21,2,21
impact,2,1,1,21
chance,7,27,7,3
investment,26,5,2,11
truck,7,25,6,15
Bradford,16,20,8,9
Monaco,14,7,18,25
Auxerre,11,29,8,19
Doetinchem,24,18,29,30
Leverkusen,14,29,14,4
spokeswoman,4,5,19,31
fire,27,5,2,2
poll,20,5,2,13
trip,23,31,1,13
convention,23,27,7,10
Yamaha,11,20,8,23
delivery,23,25,2,3
Paulo,21,7,4,22
tonne,27,21,2,27
C,13,27,24,2
activity,22,5,2,13
Blackburn,16,20,8,19
dangerous,23,25,19,2
rival,12,5,19,14
buying,27,21,19,5
figure,22,1,18,14
ATHENS,11,14,12,9
Toronto,20,30,22,18
Syria,10,30,30,9
negotiations,26,5,2,1
fired,19,27,7,5
arms,23,5,2,13
Levy,21,15,1,20
broke,8,5,24,13
KDP,16,18,8,18
positions,0,27,2,23
wounded,4,1,27,27
land,26,5,2,13
flight,3,5,2,8
Albania,10,30,21,9
blamed,0,25,28,21
twice,10,21,2,13
chairman,12,5,19,13
Financial,25,12,23,4
list,22,5,23,13
expressed,1,21,2,30
calls,3,25,19,27
Cash,23,28,2,27
Data,18,12,31,1
union,7,22,18,13
avoid,9,25,27,27
"+@,@",29,5,7,13
revised,19,0,24,2
health,29,25,2,5
Tim,11,2,26,20
Norman,23,24,4,28
Craig,11,29,4,24
winner,12,25,2,13
am,23,25,19,3
job,10,5,19,14
four-day,5,27,2,5
Leicester,11,30,21,17
Hampshire,9,9,14,17
Crawley,16,15,8,10
To,23,27,18,13
Inzamam-ul-Haq,16,23,12,20
Mujtaba,16,24,25,31
Scottish,23,14,8,31
Brown,0,15,25,20
WITH,12,4,18,31
midfielder,8,16,18,31
Patrick,11,2,26,24
Slovenia,8,14,12,9
OUT,7,4,24,14
drew,23,5,19,1
Jonathan,24,2,12,8
Stich,23,15,4,20
Oakland,9,20,8,23
double,27,25,2,13
RBI,25,11,8,12
Philip,20,29,26,18
Nijmegen,18,18,4,4
Raymond,11,23,24,24
Max,23,23,5,29
Miguel,21,2,20,29
road,23,1,2,5
accident,1,16,2,27
Note,22,0,24,5
costs,9,5,19,1
something,12,1,7,14
cases,23,5,2,2
University,6,19,17,7
book,13,25,18,13
above,10,27,7,26
development,27,27,27,21
remain,11,27,27,2
helped,8,27,18,3
F,14,31,0,11
ordered,23,5,23,5
Government,27,25,7,26
books,7,5,28,2
pts,23,5,2,2
common,10,5,28,21
mark,12,27,2,4
centre,10,5,6,1
forced,14,25,7,21
guerrilla,12,5,2,26
damage,10,5,27,13
murder,30,25,6,5
When,12,0,19,15
limited,10,5,18,1
deputy,8,5,2,21
sought,10,21,2,21
Bremen,8,19,4,19
Cologne,16,7,18,19
Stuttgart,14,11,29,7
bomb,23,27,2,13
relations,10,21,24,3
cannot,23,27,18,13
incident,2,5,27,21
issues,3,22,24,1
losses,23,27,2,1
Calcutta,26,14,12,25
approved,15,25,2,31
billions,23,25,2,13
effect,1,1,2,2
Jakarta,16,19,21,19
looking,23,1,23,13
William,11,29,12,15
GRAND,13,19,0,11
Portsmouth,29,18,21,16
SECOND,8,25,18,13
shortly,7,5,28,1
injury,22,16,18,13
Hansa,30,20,14,23
Rostock,9,26,5,17
hurdles,7,21,27,26
Warsaw,31,19,22,9
heavy,26,25,2,1
Gencor,14,20,21,18
gross,10,21,2,26
governor,4,8,18,31
bid,10,5,28,5
King,8,28,2,31
child,13,23,27,21
trader,11,1,18,27
Zenith,17,20,8,18
food,27,4,28,26
products,27,0,2,15
Wigan,29,9,8,23
Newcastle,22,20,8,19
Bristol,5,7,21,19
Simon,20,23,1,20
Hanwha,29,20,8,23
Lotte,14,29,20,22
Ssangbangwool,30,18,8,21
Nantes,9,9,8,23
Nice,14,20,8,19
II,1,19,5,30
Sittard,4,30,5,0
Groningen,8,20,8,6
Waugh,30,26,25,31
ransom,11,5,19,13
kidnapped,24,5,2,1
wife,16,5,7,2
WINS,12,5,7,2
Brady,23,15,16,20
Singer,14,15,8,28
armed,24,5,24,30
wheat,18,21,18,13
Medical,22,18,5,29
Slovak,2,14,8,0
Sao,29,16,16,6
Barcelona,29,7,10,6
Madrid,28,7,3,30
exchange,4,5,2,30
peso,23,5,23,5
Banharn,20,23,1,20
victims,9,5,24,13
responsible,3,27,18,1
needed,16,5,6,30
proposed,12,5,19,21
measures,13,16,18,13
Spanish,26,9,8,0
cattle,1,22,7,31
imports,20,5,6,13
snapped,23,27,7,21
BEIJING,10,14,29,9
People,26,30,23,22
registrations,9,21,27,27
vehicles,22,3,7,2
announcement,18,5,27,27
cabinet,10,21,24,5
C$,13,11,8,0
January,11,25,2,13
NATIONAL,26,9,9,31
appeared,23,25,2,26
Both,10,25,24,21
spot,11,5,2,13
Peres,16,15,5,28
attempt,7,27,7,13
hand,18,5,24,13
invited,12,27,19,13
port,3,5,2,5
Gulf,17,11,9,10
..,31,25,2,13
bought,19,5,28,13
starts,27,21,2,27
rises,26,5,27,13
data,10,25,27,13
surplus,7,5,7,13
customs,17,5,19,13
Arantxa,11,2,4,20
Chang,16,15,4,20
retired,7,21,2,13
Gloucestershire,11,20,8,18
Leicestershire,29,20,8,23
W.,28,10,15,25
Atherton,16,15,25,27
Salisbury,23,24,11,20
w-@,27,0,2,27
THIRD,12,27,7,2
Daniel,11,2,4,20
Ferreira,16,15,10,10
Marc,11,23,1,20
Black,13,26,25,24
immediate,10,27,27,13
Qualifier,10,21,19,13
Andre,20,2,1,24
Cincinnati,9,20,18,23
within,28,5,2,5
Milwaukee,16,9,14,18
Florida,25,18,29,19
giving,22,27,7,21
blood,18,5,27,13
Boston,20,24,29,19
eighth,1,1,2,13
NAC,16,20,8,18
Breda,8,2,3,29
SUMMARY,27,5,2,5
Dortmund,9,26,4,0
broken,12,21,7,2
Angel,11,17,25,20
Belarus,8,26,12,9
others,23,25,18,2
Maria,11,15,4,20
Home,22,27,13,2
previously,22,22,27,31
majority,26,5,27,13
protection,13,5,18,5
researchers,2,25,27,26
Three,27,16,7,15
Following,5,27,15,5
survey,22,22,24,5
programme,22,21,27,26
faces,12,25,19,21
wins,0,5,18,31
hour,4,25,24,13
And,26,25,28,13
D,23,27,2,2
kills,13,25,2,5
faction,7,5,2,27
system,23,25,18,23
introduced,23,1,18,2
boat,10,21,18,2
Argentine,23,14,8,31
Former,0,1,2,2
Officials,7,27,7,13
noted,27,23,2,13
wants,27,5,2,5
starting,30,1,2,26
Sale,22,20,5,2
convicted,23,21,2,13
Council,9,26,5,2
Algeria,25,9,22,19
suspected,12,5,27,2
Frankfurt,27,11,21,19
Frank,11,23,17,20
along,10,31,2,30
act,12,5,2,13
polls,3,25,2,23
charge,23,16,2,14
among,9,21,19,30
supply,27,0,19,26
religious,5,5,27,27
boost,23,5,27,2
hard,10,8,7,1
WELLINGTON,10,30,11,9
marks,13,16,1,13
though,20,5,2,13
move,22,5,27,26
PRIX,13,24,21,18
Hill,4,15,25,24
sixth,13,27,27,2
seventh,31,25,27,2
forward,3,25,18,27
Ethiopia,10,14,30,9
Nancy,16,18,26,23
Christie,16,24,5,28
What,20,21,19,2
issued,0,5,27,21
W@,4,1,18,5
Samsung,4,20,21,18
your,1,0,18,21
Old,17,26,30,22
BELGRADE,10,11,12,19
pact,13,27,2,13
Tsang,16,15,4,10
clashes,23,23,2,30
PKK,29,20,8,23
thousands,13,25,2,1
foot,10,21,2,2
Queen,19,28,18,4
DEM,23,14,14,18
driver,23,5,2,13
Turnover,12,25,7,26
consumer,3,25,2,13
reform,26,5,2,26
line,18,21,2,3
Traders,23,27,19,13
concern,12,25,18,2
entered,5,5,28,27
firm,22,21,15,5
Mitsubishi,15,9,14,21
Did,7,5,7,4
rugby,11,0,18,27
Oldham,27,20,8,23
Final,1,21,27,30
Birmingham,3,19,18,6
Preston,16,24,13,22
Guingamp,16,20,8,23
Graafschap,16,16,14,21
Vitesse,16,7,8,6
Arnhem,26,18,3,9
Bayer,16,20,8,19
Freiburg,11,13,18,16
Arabia,10,15,12,16
Sudan,29,16,16,19
Five,23,31,28,31
young,7,25,2,21
Pakistani,20,11,3,31
employees,27,5,7,13
Tour,31,31,30,17
stages,13,5,2,13
Celica,11,1,5,0
Kawasaki,11,20,14,23
Queensland,9,14,3,9
Auckland,16,11,22,9
Armstrong,23,17,4,28
commission,23,25,7,13
changed,26,25,6,1
Weizman,27,24,1,28
parliamentary,8,0,2,5
IVAC,14,20,8,19
Olsza,11,2,10,24
filed,5,23,19,5
premium,27,27,2,2
Dealers,23,25,7,30
bill,23,25,2,13
post,21,5,7,21
Rabobank,8,20,8,23
debate,7,5,19,14
MFS,9,20,21,18
Barrick,26,20,8,19
CDU,6,24,8,6
rules,23,5,18,14
Boardman,23,24,17,28
Gazprom,14,20,8,19
SEP,13,25,7,13
Gas,30,0,5,30
sheep,27,25,2,13
study,22,25,27,21
farm,12,25,18,15
auction,22,5,27,13
opposed,13,5,2,13
motor,26,27,23,30
AG,9,30,4,0
Athens,26,20,14,19
UK,16,30,21,9
LAST,1,16,27,27
Middle,26,14,16,17
fly,10,16,18,13
territory,10,0,23,23
ending,2,5,23,13
crisis,23,1,18,13
Bridge,21,22,26,9
Our,16,25,19,21
travel,3,5,18,21
documents,1,1,2,26
headquarters,27,21,24,27
Saddam,11,2,26,20
evening,10,0,7,13
Six,27,0,2,1
failure,26,27,27,5
unrest,9,5,28,1
markka,23,23,2,11
balance,22,21,2,13
joined,22,4,2,30
raised,5,21,6,5
danger,24,25,1,26
Golf,31,1,19,11
Mickelson,29,15,4,10
Fred,11,2,1,20
Sven,9,2,1,24
Gloria,19,24,26,23
Bistrita,26,30,29,17
Gilbert,21,29,5,20
winners,27,31,27,15
RACING,23,5,2,3
daughter,4,5,2,31
Vicario,23,26,25,11
El,19,9,29,28
Championship,13,19,5,24
Campbell,16,24,4,10
Colchester,16,9,29,17
Cardiff,7,24,29,25
Glamorgan,16,20,26,23
Northampton,29,19,21,9
Sussex,3,20,8,6
Northamptonshire,14,20,8,23
Nottinghamshire,3,20,8,18
Warwickshire,30,20,14,18
Worcestershire,11,20,8,21
Lancashire,11,20,8,18
SCOREBOARD,13,27,2,3
Scoreboard,27,0,23,13
SQUAD,12,5,7,4
Rios,23,17,20,20
Kenneth,23,29,1,20
Rafter,23,17,20,20
Woodbridge,16,26,31,11
O'Brien,23,15,16,28
fast,22,27,2,27
EUROPEAN,31,14,14,11
qualifying,27,8,2,13
Estonia,10,30,30,9
Prague,15,19,29,19
captain,8,8,18,13
Tony,11,2,26,24
Centre,18,27,14,16
Adrian,8,2,26,20
qualifier,3,25,7,21
Christian,20,30,24,0
AMERICAN,26,11,14,11
CAPS,3,27,2,2
Louis,19,18,5,29
pitch,8,1,2,31
crowd,27,27,18,27
single,8,27,2,26
history,10,25,28,13
interim,5,5,2,27
career,11,25,24,3
Tigers,29,18,26,22
progress,20,16,18,27
grand,1,25,2,10
Carl,21,2,1,20
equal,22,25,28,13
revenue,23,25,19,21
Court,6,25,26,2
states,26,25,2,3
Hospital,17,3,13,16
wrote,20,27,18,13
surgery,18,31,2,3
involved,12,4,7,13
especially,26,25,2,27
often,5,25,18,27
industrial,5,28,2,13
AUG,1,21,24,1
goods,23,25,18,13
subject,23,16,19,21
show,13,16,19,30
doctors,6,25,18,13
opens,13,8,27,1
Austrian,1,14,8,31
Huber,16,29,1,24
although,23,27,2,2
shooting,13,27,18,2
flew,8,16,24,13
coast,27,27,10,14
kill,10,16,2,5
resume,23,27,2,11
legal,20,25,6,1
why,7,5,19,1
mother,18,5,2,21
suicide,12,5,1,15
Moody,6,20,14,6
Rating,3,4,27,1
Amount,23,5,2,5
Democrats,26,9,30,0
quite,22,25,7,13
Department,9,29,14,19
TV,18,13,0,4
western,0,0,1,3
table,27,25,7,14
airports,3,25,18,11
fans,10,25,23,23
America,6,19,29,17
fact,27,0,28,14
accept,24,25,19,5
wrist,24,5,7,1
Fox,23,2,1,20
House,24,7,14,17
every,27,5,2,13
begin,12,21,18,3
shareholders,19,5,27,21
profits,26,21,19,13
pulled,20,5,18,30
cuts,0,21,27,27
lending,22,16,19,13
followed,10,0,24,3
Tokyo,3,16,21,9
FORECAST,27,21,19,14
Other,20,25,1,13
Indonesian,6,9,8,20
involving,22,5,19,5
Gold,18,28,18,21
conflict,27,5,27,27
deals,13,16,7,5
Mika,21,23,27,28
UNION,28,30,14,29
Charlton,0,29,2,6
streak,9,21,18,30
handed,9,8,2,27
Bundesliga,25,11,8,0
SUMMARIES,27,23,2,1
Svetlana,11,2,1,20
Masterkova,16,3,27,28
finish,18,16,24,5
Commonwealth,26,18,21,25
Santos,16,24,8,7
friendly,8,25,7,13
guilty,8,25,19,4
DIV,27,21,2,5
N,25,0,5,30
release,22,5,27,22
stake,7,5,2,31
field,12,27,7,13
Vienna,9,30,3,9
suspects,3,1,18,15
church,22,27,24,21
minority,3,27,24,26
soldier,4,0,2,13
ends,31,5,2,14
telephone,22,21,18,2
Amman,11,14,21,19
ANKARA,21,14,29,17
considered,16,27,18,13
USDA,11,20,8,18
Senate,9,20,14,19
friend,11,5,23,5
Tamil,25,9,14,20
king,11,5,2,31
Diana,11,2,1,28
B,23,27,2,2
building,10,0,19,21
Securities,6,18,14,19
weaker,3,5,2,2
first-half,5,23,6,1
traffic,9,21,27,1
worked,23,25,23,13
university,10,25,2,23
Shanghai,6,9,29,19
Makinen,23,29,20,28
Ferrari,14,7,20,18
suspended,12,27,7,26
Helens,9,18,4,19
Vale,6,18,26,4
GKS,19,20,8,25
Hyundai,27,13,8,23
Haitai,16,18,8,21
LEADING,11,27,27,2
Bastia,16,20,8,21
Lille,9,20,8,21
Metz,16,20,8,23
Montpellier,11,20,8,23
RKC,6,20,14,18
Willem,16,20,14,6
Tilburg,24,26,3,2
Utrecht,30,20,8,21
Volendam,16,18,8,18
Bochum,16,19,14,25
Arminia,16,20,21,4
Bielefeld,9,18,5,2
Moenchengladbach,30,0,5,0
Karlsruhe,26,20,8,9
Werder,16,20,8,9
Duesseldorf,28,26,4,0
Nicaraguan,23,11,8,0
west,11,5,2,27
sex,12,5,18,23
dismissed,16,21,19,31
Brisbane,22,20,8,23
Colorado,6,24,21,19
cycling,27,5,2,26
seek,23,25,18,1
War,26,19,5,0
suit,9,5,19,13
Celsius,3,14,8,0
merger,9,5,28,30
income,27,21,27,13
join,9,25,27,15
speak,13,25,19,13
grade,13,0,2,23
politicians,12,25,18,21
speech,13,27,27,23
Karachi,26,16,30,9
M@,10,4,18,23
done,9,5,24,13
loan,5,1,24,21
unc,3,1,2,1
recovery,22,21,27,21
Soyoil,23,22,7,30
Lloyd,19,29,16,6
lei,23,25,2,13
determine,8,21,1,1
mad,20,5,28,2
required,23,16,7,5
BSE,23,14,8,0
draft,23,27,2,21
almost,3,1,7,27
items,11,25,19,3
Now,10,5,15,2
towards,27,25,18,14
cars,13,16,6,21
registered,23,25,18,13
registration,7,27,24,26
abroad,23,5,27,1
weak,12,25,1,21
posted,23,21,27,5
together,1,25,2,13
Third,18,1,24,30
PM,27,25,24,31
secretary,8,5,19,31
S&P,29,9,8,18
NOTES,22,5,27,5
Lehman,29,13,2,19
waiting,10,5,2,2
plays,26,21,7,13
ambassador,22,21,24,3
committed,23,0,18,21
captured,4,21,18,3
Kurdistan,6,29,14,19
funds,23,21,27,13
Yasser,20,2,27,20
Afghan,11,9,8,0
evidence,7,25,24,21
ties,10,5,18,13
arrives,16,21,27,2
Beirut,25,16,16,9
Speaker,4,5,24,15
battle,13,1,7,5
violations,22,4,1,13
mixed,7,25,24,21
fiscal,2,5,28,5
outstanding,10,21,28,13
Capital,9,14,5,4
afternoon,3,27,2,3
truce,26,5,7,13
social,9,5,27,13
Trade,6,6,19,4
Finance,3,20,18,4
quickly,23,16,18,2
questioned,22,25,27,14
necessary,3,5,27,21
AKRON,10,14,22,9
Royal,28,18,26,19
sprint,23,16,7,5
ran,8,21,24,1
Games,11,26,29,0
owned,7,5,6,13
Nathalie,31,29,12,24
spoke,11,21,28,1
COUNTY,31,9,19,17
Durham,16,20,14,18
Kent,3,20,8,18
FINAL,12,5,19,4
Hussain,16,24,25,10
lbw,7,16,18,21
Everton,9,20,8,25
Tillstrom,11,24,17,28
Rosset,30,17,20,28
Stoltenberg,23,17,20,24
Ruch,16,17,13,18
Wales,18,14,12,8
Sion,30,29,8,19
DE,6,29,14,2
doubles,12,21,7,2
Sampras,23,24,4,28
------------------------,27,0,25,15
Ecuador,18,14,12,9
Enqvist,23,2,4,28
Javier,11,2,26,25
Yankees,9,18,14,19
WEDNESDAY,13,25,2,3
THURSDAY,13,22,7,13
Philadelphia,9,20,21,23
Montreal,9,9,10,6
With,10,27,19,27
allowing,13,5,18,13
became,23,27,18,3
Derek,11,2,1,20
Mike,11,2,4,20
capped,8,0,2,2
earned,12,16,19,5
inning,9,25,7,5
GENEVA,10,30,12,6
Marco,11,2,16,20
RECORD,10,21,7,1
Woosnam,16,17,20,20
Roe,29,15,20,20
Gary,24,23,1,20
Andrew,11,23,1,24
Price,13,28,25,19
UEFA,13,6,8,4
Portugal,20,14,21,9
bus,22,25,24,21
towns,3,5,1,27
program,13,25,27,13
significant,20,25,18,13
sees,22,5,18,31
seeking,23,25,18,13
lose,20,25,7,13
closing,0,1,24,30
Oxford,29,20,8,23
Several,3,21,27,13
pressure,27,25,18,26
provide,5,25,19,21
shown,23,16,27,1
Graf,23,24,4,28
Slam,11,9,21,0
Coetzer,23,17,20,28
Playing,26,4,7,2
Soccer,24,0,5,30
finally,20,5,18,13
Guinea,10,10,3,9
enough,11,25,7,14
presence,30,25,1,31
south,4,21,2,13
mine,1,25,2,5
heard,20,5,6,5
appear,6,25,24,5
interests,4,5,27,27
leads,0,1,18,27
BANGKOK,8,30,30,9
Beijing,18,16,12,9
CAIRO,10,14,12,16
Islamic,25,19,9,7
trillion,23,1,27,2
gained,5,21,2,13
stable,23,27,18,5
+@-@-@,0,5,2,5
organisers,10,5,19,21
jailed,10,1,2,13
Lincoln,28,6,13,25
struggle,27,5,6,2
demanded,10,21,6,1
organisations,23,25,19,13
shows,10,0,6,5
Berlin,21,30,12,9
drop,22,5,6,5
Delhi,21,17,12,16
injuries,12,5,15,2
Bangladesh,11,30,30,9
investigation,7,22,27,31
father,23,25,7,1
Kashmir,3,7,12,17
planning,20,5,6,2
direct,16,27,28,13
growing,23,25,27,2
recovered,8,21,24,5
suffering,12,16,19,30
knew,23,5,2,26
training,11,4,2,13
outlook,10,25,2,2
revenues,7,25,1,26
hurt,12,5,27,3
operations,18,23,2,5
Power,9,29,29,19
Thailand,13,10,21,9
launched,23,21,27,21
HK$,23,9,8,31
JAKARTA,10,30,30,6
tight,23,16,7,3
Super,14,9,9,18
worth,7,5,19,2
initially,22,25,28,26
example,13,27,2,2
Soviet,25,11,30,8
version,13,5,2,13
BELGIAN,15,21,3,18
Jacques,21,2,27,20
Jean,11,2,1,8
Schumacher,7,15,25,28
Tranmere,5,9,9,18
Grimsby,14,13,8,21
K.,11,2,1,8
@.@-@-@-@,1,6,23,1
striker,4,16,2,15
midnight,13,25,27,21
mostly,0,5,18,27
seedings,13,27,2,3
Rubin,23,29,1,20
Germain,13,18,5,0
performance,13,25,2,5
Diego,28,29,26,22
Roger,11,2,1,8
Colin,11,2,27,20
Johan,21,23,24,8
cup,7,25,2,5
Lankan,7,9,5,11
estimates,1,25,28,21
include,28,22,2,13
newsdesk,3,21,2,13
Taibe,27,7,18,19
thing,23,5,7,23
driving,22,5,6,5
homes,23,5,27,13
crime,10,21,27,2
WARSAW,8,14,29,17
Yugoslav,14,14,8,0
black,12,21,24,21
houses,7,5,7,26
protests,27,27,18,2
Kurd,13,13,30,0
autonomy,23,0,19,13
threatened,12,25,19,13
farmers,27,21,18,26
Gov,3,5,27,13
Corporation,6,2,4,4
bit,23,5,2,26
X,23,4,2,2
challenge,19,5,19,2
Jordanian,14,11,9,28
Index,31,1,21,0
boxes,7,21,2,14
addition,23,25,18,13
Inc.,26,0,4,2
hijacked,26,25,24,26
Prince,29,4,27,23
large,23,25,18,23
purchase,7,5,28,5
largely,16,21,28,27
improve,18,1,6,13
assembly,13,21,19,21
a.m.,6,25,6,13
missing,3,16,7,13
intervention,3,25,27,2
nil,23,16,7,21
secret,25,25,28,13
Company,22,0,5,2
RALLYING,26,27,7,2
Lakes,26,10,5,17
Rally,26,9,26,0
pair,20,21,18,13
Irani,23,15,4,28
Aberdeen,31,20,8,23
Chelsea,20,6,26,18
Crystal,11,20,8,19
Palace,21,18,7,0
Barnsley,9,20,8,23
Huddersfield,14,20,8,23
Wilson,23,24,20,28
Krakow,30,26,5,9
Rennes,7,20,8,23
Havre,24,18,3,9
Lyon,30,20,21,23
Waalwijk,18,18,26,4
Twente,16,20,14,19
Enschede,8,30,4,19
Roda,16,20,8,6
JC,25,30,5,19
AZ,19,20,8,6
Alkmaar,18,30,30,30
Linz,12,14,3,29
SV,19,9,14,18
Tendulkar,16,15,13,10
send,23,27,23,13
servants,23,16,7,23
caused,10,16,27,21
however,23,21,28,2
delay,7,5,19,5
drive,10,22,7,14
happen,26,25,7,13
hands,0,5,19,21
solution,11,27,18,14
investigators,13,27,2,2
Bourlet,23,15,4,20
newspapers,13,5,18,13
site,0,5,2,2
Haga,23,29,4,28
Kocinski,16,24,27,28
Aoki,23,29,16,20
defender,7,5,24,15
PREMIER,27,5,2,2
Milan,19,6,21,25
TOUR,25,9,14,28
Lance,21,2,1,24
longer,13,27,27,13
lines,9,25,24,5
officers,1,25,2,13
democracy,13,25,18,1
Kabariti,11,7,1,20
voters,12,23,2,21
O'Neal,23,23,26,20
insurance,26,5,2,27
Plc,9,30,5,2
Advanced,16,20,8,18
infusion,13,25,2,14
postponed,18,21,2,5
Petra,29,31,26,25
Barbara,21,2,26,20
original,23,27,27,1
ruling,10,5,19,1
Spot,23,4,5,27
Gore,23,2,26,25
Congress,26,20,26,17
real,9,27,18,13
versus,7,23,18,13
film,16,25,18,13
freed,13,27,7,21
Colonna,23,24,4,10
Koerts,29,15,4,28
Teutenberg,28,17,27,28
Aki,19,2,3,23
TVM,26,20,8,23
Iliescu,16,24,4,20
Ruutel,23,8,4,20
Lanusse,11,15,4,28
Helibor,13,9,8,28
Arequipa,30,20,8,25
Stansted,10,30,3,9
shipments,27,8,2,13
offices,3,5,25,21
medal,31,21,2,30
noise,23,27,19,2
Yemen,15,7,12,9
fishermen,11,25,18,13
OM,9,20,8,18
cow,27,25,18,26
ministers,22,25,2,15
overseas,7,1,19,13
PRICE,23,23,18,23
PAY,18,5,28,5
DATE,5,5,28,1
BP,7,16,18,23
MOODY,6,20,9,17
US,26,7,16,17
fears,3,5,27,13
rather,26,25,19,15
via,4,27,2,27
Benjamin,20,2,1,20
media,0,27,2,21
BAGHDAD,8,14,30,12
targets,23,27,2,30
deposit,3,27,1,13
mainly,12,25,28,1
brief,13,25,27,13
keeping,10,27,7,2
cancelled,18,0,24,13
PLO,6,29,8,16
Gaza,11,14,21,29
Their,0,5,7,27
shipment,5,21,25,5
Hussein,23,24,25,19
prepared,23,5,2,13
live,13,5,2,21
cent,22,27,27,13
prompt,3,27,23,1
par,10,5,6,26
outperform,5,23,27,1
rating,7,1,24,5
Income,23,16,19,13
Operating,10,8,2,2
Secretary,10,0,18,31
HELSINKI,12,14,21,19
takes,3,5,18,2
Mayfair,23,24,4,24
Anders,31,23,1,8
Nick,11,2,1,20
Costantino,23,29,26,24
Rocca,23,26,25,18
qualified,8,5,19,26
Weaver,28,15,4,20
Eight,27,25,19,4
Classic,14,1,21,0
Damm,23,15,13,19
Somerset,11,20,14,19
